ID,Locality,PricePr,Tenement building,Venue of the sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type,Subtype
10281404,knokke,895000€,No,,2.0,60.0,Hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,penthouse
10007672,knokke-heist,2250000€,No,,2.0,,,No,,Yes,,,,,2.0,,As new,apartment,penthouse
9995767,knokke,795000€,No,,2.0,60.0,Hyper equipped,No,,,50.0,,,,2.0,,As new,apartment,penthouse
10289466,knokke-heist,895000€,No,,2.0,60.0,,No,,,,,,,,,,apartment,penthouse
10179960,knokke-heist,1350000€,No,,3.0,130.0,Installed,No,,,20.0,Yes,,,4.0,,To be done up,apartment,penthouse
10161091,duinbergen,1350000€,No,,3.0,130.0,Installed,No,,,20.0,Yes,,,4.0,,To be done up,apartment,penthouse
9960151,knokke,499000€,No,,2.0,70.0,Installed,Yes,,,,,,,,,As new,apartment,penthouse
10012435,knokke,535000€,No,,1.0,41.0,,No,,,,,,,,,,apartment,penthouse
10096345,bredene,790000€,No,,3.0,,,Yes,,Yes,,,,,,,,apartment,penthouse
10282411,knokke-heist,895000€,No,,2.0,60.0,USA hyper equipped,,,Yes,,,,,,,Just renovated,apartment,penthouse
10140087,knokke-heist,895000€,No,,2.0,60.0,,No,,,30.0,,,,2.0,,,apartment,penthouse
10035916,knokke,795000€,No,,2.0,,,No,,,,,,,,,,apartment,penthouse
10079800,knokke-heist,895000€,No,,2.0,60.0,,No,,Yes,,,,,2.0,,As new,apartment,penthouse
9985896,knokke,895000€,No,,2.0,60.0,Hyper equipped,No,,,55.0,,,,2.0,,As new,apartment,penthouse
10184744,sint-kruis,156000€,No,,1.0,,Installed,No,,,,,,,,,,apartment,penthouse
9957560,oostende,415000€,No,,2.0,68.0,Installed,Yes,,,,,,,2.0,,As new,apartment,penthouse
10223721,heist-aan-zee,315000€,No,,1.0,47.0,Installed,No,,,22.0,,,,4.0,,Good,apartment,penthouse
10159563,knokke-heist,795000€,No,,2.0,60.0,Installed,No,,Yes,,Yes,,,2.0,,Good,apartment,penthouse
10150628,zeebrugge,325000€,No,,1.0,68.0,,No,,,25.0,,,,,,As new,apartment,penthouse
10150695,zeebrugge,339000€,No,,2.0,75.0,,No,,,12.0,,,,,,As new,apartment,penthouse
10150692,zeebrugge,399000€,No,,2.0,90.0,,No,,,30.0,,,,,,As new,apartment,penthouse
10150651,zeebrugge,495000€,No,,3.0,104.0,,No,,,32.0,,,,,,As new,apartment,penthouse
10150532,oostende,595000€,No,,2.0,117.0,,No,,,24.0,,,,,,As new,apartment,penthouse
10150537,oostende,595000€,No,,2.0,117.0,,No,,,24.0,,,,,,As new,apartment,penthouse
9982634,knokke-heist,895000€,No,,2.0,60.0,,No,,Yes,,Yes,,,2.0,,Good,apartment,penthouse
10298556,brugge,259000€,No,,2.0,98.0,,,,,,,,,,,Just renovated,apartment,penthouse
10014671,knokke,795000€,No,,2.0,60.0,Hyper equipped,,,Yes,,,,,2.0,,Just renovated,apartment,penthouse
10153113,zeebrugge,945000€,No,,3.0,137.0,Installed,Yes,,,100.0,,,,2.0,,,apartment,penthouse
10078090,knokke-heist,795000€,No,,2.0,60.0,USA hyper equipped,,,,50.0,,,,2.0,,Just renovated,apartment,penthouse
9191713,sint-andries,800481€,No,,3.0,160.0,Hyper equipped,No,,,39.0,,,,4.0,,As new,apartment,penthouse
10146367,oostende,429000€,No,,1.0,51.0,Installed,,,,46.0,,,,,,,apartment,penthouse
10173803,oostende,1724000€,No,,3.0,234.0,Installed,No,,,,,,,2.0,,Good,apartment,penthouse
10125603,oostende,1495000€,No,,5.0,360.0,,,,Yes,,Yes,,,,,,apartment,penthouse
10265867,zeebrugge,450000€,No,,3.0,115.0,Installed,No,,Yes,,,,,2.0,,,apartment,penthouse
9819389,knokke-heist,795000€,No,,2.0,,,,,Yes,,,,,,,,apartment,penthouse
10045964,knokke-heist,680000€,No,,3.0,80.0,,No,,,,,,,2.0,,,apartment,penthouse
10279397,heist,680000€,No,,3.0,80.0,,No,,,,,,,2.0,,,apartment,penthouse
10183615,knokke-heist,795000€,No,,2.0,60.0,,No,,,,,,,2.0,,,apartment,penthouse
10303305,knokke-heist,795000€,No,,2.0,60.0,USA hyper equipped,No,,,40.0,,,,2.0,,Just renovated,apartment,penthouse
10283133,knokke-heist,795000€,No,,2.0,60.0,USA hyper equipped,No,,,40.0,,,,2.0,,Just renovated,apartment,penthouse
9789646,knokke-heist,795000€,No,,2.0,60.0,USA hyper equipped,No,,,40.0,,,,2.0,,Just renovated,apartment,penthouse
10193998,torhout,199000€,No,,1.0,67.0,Installed,Yes,,Yes,,Yes,,,,,As new,apartment,penthouse
10226758,blankenberge,387000€,No,,2.0,130.0,Installed,No,,,17.0,,,,2.0,,,apartment,penthouse
9446472,wenduine,699000€,No,,4.0,165.0,Hyper equipped,Yes,,Yes,,,,,3.0,,As new,apartment,penthouse
10271332,knokke,1390000€,No,,2.0,99.0,,Yes,,Yes,,,,,,,,apartment,penthouse
8570734,knokke-heist,690000€,No,,2.0,52.0,USA hyper equipped,No,,,32.0,,,,2.0,,As new,apartment,penthouse
9855009,knokke-heist,795000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,penthouse
9881180,oostende,680000€,No,,3.0,130.0,Installed,,,,,,,,1.0,,As new,apartment,penthouse
10238586,knokke-heist,895000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,penthouse
9789271,knokke-heist,795000€,No,,2.0,60.0,,,,,45.0,,,,2.0,,As new,apartment,penthouse
10147772,brugge,790000€,No,,3.0,205.0,Installed,Yes,1.0,,85.0,,,,2.0,,As new,apartment,penthouse
10073822,knokke,795000€,No,,2.0,60.0,,,,,,,,,,,,apartment,penthouse
9998426,blankenberge,440000€,No,,1.0,,Hyper equipped,,,Yes,,,,,,,,apartment,penthouse
10144580,knokke-heist,795000€,No,,2.0,60.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,penthouse
10087153,sint-andries,809000€,No,,3.0,160.0,Installed,No,,,20.0,,14.0,,2.0,,As new,apartment,penthouse
9710444,middelkerke,493350€,No,,3.0,140.0,Sei equipped,No,,,6.0,,,,4.0,,,apartment,penthouse
9710443,middelkerke,493350€,No,,3.0,140.0,Sei equipped,No,,,6.0,,,,4.0,,,apartment,penthouse
10234753,blankenberge,315000€,No,,2.0,,,,,,,,,,,,,apartment,penthouse
10087561,torhout,257500€,No,,1.0,92.0,,,,,10.0,,,,2.0,,As new,apartment,duplex
10306606,knokke-heist-knokke,2650000€,No,,3.0,164.0,Hyper equipped,,,,35.0,,,,2.0,,Just renovated,apartment,duplex
9716996,knokke-heist-knokke,895000€,No,,3.0,106.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,duplex
10175643,knokke-heist,1595000€,No,,3.0,153.0,USA hyper equipped,,,,15.0,,,,,,As new,apartment,duplex
10301678,knokke-heist,1090000€,No,,3.0,98.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,duplex
10299489,knokke-heist,749500€,No,,2.0,120.0,Hyper equipped,,,,16.0,,,,2.0,,Good,apartment,duplex
9921239,knokke-heist,695000€,No,,2.0,90.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
9452558,knokke-heist,835000€,No,,2.0,107.0,Installed,No,,,22.0,,,,2.0,,As new,apartment,duplex
10257534,knokke-heist,870000€,No,,2.0,143.0,Installed,No,,,39.0,,,,2.0,,Good,apartment,duplex
10157726,knokke-heist,2990000€,No,,3.0,181.0,Hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,duplex
10081829,oostende,175000€,No,,2.0,75.0,Installed,No,,Yes,,,,,,,Good,apartment,duplex
10008979,blankenberge,225000€,No,,3.0,99.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,duplex
10260008,westende,469000€,No,,3.0,136.0,Installed,No,,Yes,,,,,,,Good,apartment,duplex
10085083,heist-aan-zee,495000€,No,,3.0,105.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,duplex
10307724,blankenberge,355000€,No,,2.0,92.0,Installed,No,,,10.0,,,,,,,apartment,duplex
10012566,knokke-heist,3995000€,No,,4.0,245.0,USA hyper equipped,,,,50.0,,250.0,,3.0,,As new,apartment,duplex
10228224,knokke-heist,5000000€,No,,4.0,246.0,Hyper equipped,No,,,10.0,,,,4.0,,As new,apartment,duplex
10255263,westende,349000€,No,,3.0,94.0,,Yes,,,,,,,2.0,,Good,apartment,duplex
10156390,de-haan,455000€,No,,5.0,144.0,Hyper equipped,No,,,,,,,,,As new,apartment,duplex
9951563,knokke,8100000€,No,,3.0,427.0,,No,,,,,,,2.0,,As new,apartment,duplex
10297653,zoute,5000000€,No,,4.0,246.0,Hyper equipped,Yes,,Yes,,,,,3.0,,As new,apartment,duplex
10307716,blankenberge,295000€,No,,1.0,67.0,,No,,Yes,,,,,2.0,,,apartment,duplex
10307717,blankenberge,355000€,No,,2.0,86.0,,No,,Yes,,,,,2.0,,,apartment,duplex
10307718,blankenberge,365000€,No,,2.0,79.0,,No,,Yes,,,,,2.0,,,apartment,duplex
10307723,blankenberge,385000€,No,,2.0,96.0,,No,,Yes,,,,,2.0,,,apartment,duplex
10303019,torhout,279000€,No,,3.0,157.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10209796,oostende,350000€,No,,3.0,135.0,Installed,No,,,8.0,,,,2.0,,As new,apartment,duplex
10170712,knokke,695000€,No,,2.0,106.0,Hyper equipped,No,,,8.0,,,,2.0,,As new,apartment,duplex
9452560,knokke-heist,835000€,No,,2.0,107.0,Installed,No,,,22.0,,,,2.0,,As new,apartment,duplex
10132911,knokke-heist,895000€,No,,3.0,88.0,USA hyper equipped,No,,,6.0,,12.0,,2.0,,Just renovated,apartment,duplex
10152820,knokke-heist,2990000€,No,,3.0,184.0,Hyper equipped,,,Yes,,,,,2.0,,As new,apartment,duplex
9961641,knokke-heist,2100000€,No,,3.0,144.0,USA installed,,,,29.0,,,,2.0,,Good,apartment,duplex
10242718,knokke-heist,1250000€,No,,4.0,184.0,Hyper equipped,,,,1.0,,,,2.0,,As new,apartment,duplex
9419733,westende,198000€,No,,1.0,60.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,duplex
10274978,brugge,210000€,No,,2.0,181.0,,No,,,,,,,3.0,,Good,apartment,duplex
10222966,oostende,235000€,No,,2.0,,,No,,,9.0,,,,,,As new,apartment,duplex
10262921,knokke-heist,1250000€,No,,4.0,96.0,Installed,No,,Yes,,Yes,,,2.0,,Good,apartment,duplex
10280226,torhout,259000€,No,,2.0,122.0,USA installed,No,,,10.0,,,,2.0,,As new,apartment,duplex
10237224,aartrijke,297000€,No,,3.0,168.0,,No,,,,,,,2.0,,Good,apartment,duplex
10266284,knokke-heist,925000€,No,,2.0,,Hyper equipped,Yes,1.0,,26.0,,,,,,As new,apartment,duplex
10243956,knokke,2650000€,No,,3.0,164.0,Hyper equipped,No,,,35.0,,,,3.0,,As new,apartment,duplex
9419793,westende,215400€,No,,1.0,75.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,duplex
10056710,knokke-heist,2350000€,No,,4.0,195.0,Installed,,,Yes,,,,,3.0,,Good,apartment,duplex
10299619,knokke-heist,2635000€,No,,3.0,156.0,,,,,24.0,,,,,,As new,apartment,duplex
10126678,de-haan,229000€,No,,2.0,80.0,,No,,,,,,,2.0,,Good,apartment,duplex
10280062,knokke-heist,1250000€,No,,4.0,121.0,USA hyper equipped,,,Yes,,,,,2.0,,As new,apartment,duplex
10094382,oostende,245000€,No,,4.0,,,No,,,,,,,2.0,,Good,apartment,duplex
10253558,loppem,449000€,No,,5.0,149.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
9998137,het-zoute,2350000€,No,,2.0,121.0,,No,,,14.0,,,,2.0,,As new,apartment,duplex
10097649,de-haan,999000€,No,,3.0,170.0,,No,,,25.0,,,,2.0,,As new,apartment,duplex
10303284,knokke-heist,1620000€,No,,4.0,190.0,,Yes,,,45.0,,,,3.0,,Good,apartment,duplex
9931089,oostende,235000€,No,,2.0,,,,,,9.0,,,,,,,apartment,duplex
10291830,blankenberge,255000€,No,,2.0,,,Yes,,Yes,,Yes,,,,,,apartment,duplex
10258191,de-haan,Starting price : 350000€,No,Link to online sale,3.0,155.0,,,,,,,,,3.0,,,apartment,duplex
10258193,de-haan,Starting price : 375000€,No,Link to online sale,3.0,155.0,,,,,,,,,3.0,,,apartment,duplex
10151063,wenduine,860000€,No,,3.0,136.0,,Yes,,,15.0,,,,2.0,,Good,apartment,duplex
10282412,knokke-heist,1250000€,No,,4.0,98.0,USA hyper equipped,,,Yes,,,,,,,Just renovated,apartment,duplex
10227076,torhout,159000€,No,,2.0,106.0,,,,Yes,,,,,,,As new,apartment,duplex
10204226,sint-michiels,345000€,No,,3.0,,,No,,Yes,,Yes,,,2.0,,Good,apartment,duplex
10060079,knokke,735000€,No,,2.0,96.0,Hyper equipped,No,,,24.0,,,,2.0,,Good,apartment,duplex
9948440,middelkerke,199000€,No,,2.0,93.0,,,,Yes,,,,,,,As new,apartment,duplex
9731385,oostende,235000€,No,,2.0,99.0,Installed,No,,Yes,,,,,,,Good,apartment,duplex
9807355,knokke-heist,899000€,No,,3.0,113.0,Installed,No,,,,Yes,,,,,,apartment,duplex
10161178,oostende,695000€,No,,2.0,115.0,Hyper equipped,No,,Yes,,Yes,,,,,,apartment,duplex
10294819,knokke-heist,1090000€,No,,3.0,98.0,,,,,,,,,2.0,,As new,apartment,duplex
10214364,knokke-heist,385000€,No,,2.0,73.0,,Yes,,,,,,,2.0,,,apartment,duplex
8945382,knokke-heist,749000€,No,,4.0,110.0,Installed,No,,Yes,,,,,2.0,,As new,apartment,duplex
9775555,oostende,350000€,No,,3.0,,,No,,,,,,,2.0,,As new,apartment,duplex
10227123,knokke,895000€,No,,3.0,,,No,,,,,,,,,,apartment,duplex
10306012,knokke-heist,1250000€,No,,4.0,129.0,,No,,Yes,,,,,2.0,,Good,apartment,duplex
10093588,blankenberge,250000€,No,,2.0,65.0,,,,Yes,,,,,2.0,,As new,apartment,duplex
10289552,knokke,995000€,No,,3.0,126.0,,No,,,,Yes,,,,,,apartment,duplex
9931088,oostende,225000€,No,,2.0,,,No,,Yes,,,,,,,,apartment,duplex
9931087,oostende,240000€,No,,2.0,,,,,Yes,,,,,,,,apartment,duplex
9931086,oostende,240000€,No,,2.0,,,,,Yes,,,,,,,,apartment,duplex
10312413,sint-andries,269000€,No,,2.0,,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
9931090,oostende,225000€,No,,2.0,,,,,Yes,,,,,,,,apartment,duplex
10290057,bredene,Starting price : 184000€,No,Link to online sale,4.0,,,,,,,,,,,,,apartment,duplex
10249696,knokke-heist,1250000€,No,,4.0,,,No,,Yes,,,,,2.0,,Just renovated,apartment,duplex
10231833,brugge,269000€,No,,2.0,112.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10309832,middelkerke,259500€,No,,3.0,,Installed,,,,22.0,,,,1.0,,Good,apartment,duplex
10181830,oostende,950000€,No,,3.0,185.0,,No,,,29.0,,,,,,As new,apartment,duplex
10105394,blankenberge,239000€,No,,1.0,79.0,Installed,,,Yes,,,,,,,Good,apartment,duplex
9822142,oostende,275000€,No,,3.0,120.0,Installed,No,,Yes,,Yes,,,2.0,,Good,apartment,duplex
9612268,bredene,350000€,No,,3.0,136.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
9958882,oostende,399000€,No,,2.0,119.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
9807339,knokke-heist,899000€,No,,3.0,114.0,,,,Yes,,,,,,,As new,apartment,duplex
10233944,oostende,285000€,No,,2.0,124.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10277157,oostkamp,263000€,No,,1.0,84.0,Installed,,,,7.0,,,,3.0,,As new,apartment,duplex
10040023,wenduine,895000€,No,,3.0,170.0,,,,,12.0,,,,,,As new,apartment,duplex
10308467,heist-aan-zee,375000€,No,,3.0,232.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10285305,bredene,264000€,No,,3.0,106.0,Installed,No,,,,,,,2.0,,Good,apartment,duplex
9767545,oostende,280000€,No,,3.0,161.0,Installed,No,,,,,,,2.0,,Good,apartment,duplex
10149786,de-haan,455000€,No,,4.0,139.0,,No,,,5.0,,,,,,As new,apartment,duplex
10302718,blankenberge,348000€,No,,2.0,125.0,,Yes,,,11.0,,,,2.0,,Good,apartment,duplex
10276629,brugge,325000€,No,,2.0,,,Yes,,,,,,,,,Good,apartment,duplex
10302725,knokke-heist,1190000€,No,,3.0,86.0,,No,,,,,,,2.0,,,apartment,duplex
10249863,blankenberge,199000€,No,,2.0,110.0,,Yes,,,1.0,Yes,,,2.0,,Good,apartment,duplex
10306251,knokke-heist,1250000€,No,,4.0,96.0,,No,,Yes,,,,,,,Just renovated,apartment,duplex
10302724,knokke-heist,1090000€,No,,3.0,98.0,,No,,,,,,,2.0,,,apartment,duplex
10192432,bredene,695000€,No,,3.0,,Hyper equipped,Yes,1.0,,,,,,2.0,,As new,apartment,duplex
10014239,blankenberge,365000€,No,,2.0,79.0,Installed,No,,,,,,,2.0,,,apartment,duplex
10189781,le-coq,218000€,No,,,45.0,Installed,Yes,,,,,,,2.0,,Good,apartment,duplex
10014238,blankenberge,355000€,No,,2.0,86.0,Installed,No,,,,,,,2.0,,,apartment,duplex
10014237,blankenberge,385000€,No,,2.0,96.0,Installed,No,,,,,,,2.0,,,apartment,duplex
10253905,knokke,1250000€,No,,4.0,,,,,,15.0,Yes,,,2.0,,Just renovated,apartment,duplex
10278302,blankenberge,399000€,No,,2.0,95.0,Installed,No,,,,,,,2.0,,,apartment,duplex
10165137,gistel,295000€,No,,2.0,124.0,Installed,No,,,9.0,,,,2.0,,Good,apartment,duplex
10175642,knokke-heist,1595000€,No,,3.0,153.0,USA hyper equipped,,,,15.0,,,,,,As new,apartment,duplex
9982092,oostende,260000€,No,,3.0,192.0,Installed,No,,,16.0,,,,2.0,,Good,apartment,duplex
9949980,knokke-heist,835000€,No,,2.0,103.0,USA hyper equipped,,,,18.0,,,,2.0,,As new,apartment,duplex
9731820,oostende,385000€,No,,3.0,191.0,Hyper equipped,No,,,23.0,,,,,,,apartment,duplex
9755556,middelkerke,325000€,No,,2.0,80.0,Not installed,Yes,,,4.0,,,,,,,apartment,duplex
10105431,oostende,450000€,No,,3.0,155.0,Installed,No,,,,,,,,,Just renovated,apartment,duplex
9877084,gistel,264000€,No,,3.0,,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10233235,torhout,239500€,No,,4.0,185.0,Installed,No,,,4.0,,,,2.0,,Just renovated,apartment,duplex
9621091,blankenberge,350000€,No,,2.0,124.0,Installed,No,,,10.0,,,,2.0,,,apartment,duplex
9271011,knokke-heist,835000€,No,,2.0,98.0,Installed,No,,,22.0,,,,,,As new,apartment,duplex
9746423,oostende,295000€,No,,3.0,82.0,,No,,,,,,,2.0,,Good,apartment,duplex
9978620,knokke-heist,275000€,No,,1.0,,,No,,,,,,,,,Good,apartment,duplex
10198697,sijsele,325000€,No,,2.0,100.0,,No,,,,,,,2.0,,Good,apartment,duplex
10198696,sijsele,325000€,No,,2.0,100.0,,No,,,,,,,2.0,,Good,apartment,duplex
10251453,knokke-heist,1250000€,No,,4.0,121.0,Hyper equipped,,,,15.0,,,,2.0,,Just renovated,apartment,duplex
10277567,knokke-heist,557500€,No,,2.0,83.0,Hyper equipped,No,,,10.0,,,,2.0,,As new,apartment,duplex
10288174,brugge,560000€,No,,3.0,172.0,Installed,No,,Yes,,,130.0,,2.0,,Good,apartment,duplex
10289270,de-haan,725000€,No,,3.0,101.0,Installed,No,,,18.0,,,,,,Just renovated,apartment,duplex
10303824,oostende,1200000€,No,,5.0,374.0,,No,,,20.0,Yes,,,,,,apartment,duplex
10146352,wenduine,860000€,No,,3.0,136.0,,Yes,,,15.0,,,,,,As new,apartment,duplex
10046588,oostende,190000€,No,,1.0,63.0,Installed,No,,,,,,,2.0,,Good,apartment,duplex
10148442,westende,249000€,No,,3.0,93.0,,No,,,,,,,,,As new,apartment,duplex
9738975,blankenberge,424000€,No,,3.0,113.0,,,,Yes,,,,,,,,apartment,duplex
10003907,gistel,229000€,No,,2.0,,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10127566,oostende,269000€,No,,2.0,,Installed,No,,Yes,,,,,2.0,,Good,apartment,duplex
10027237,oostende,145000€,No,,,,,Yes,,,,,,,2.0,,Good,apartment,duplex
10264202,knokke-heist,425000€,No,,1.0,97.0,USA hyper equipped,No,,,3.0,,,,2.0,,As new,apartment,duplex
10248037,wenduine,621500€,No,,2.0,103.0,,No,,Yes,,,,,,,,apartment,duplex
9957675,blankenberge,387000€,No,,2.0,110.0,,No,,,17.0,,,,,,,apartment,duplex
10026522,duinbergen,2745000€,No,,3.0,185.0,,,,Yes,,,,,,,,apartment,duplex
10088608,blankenberge,299000€,No,,2.0,104.0,,,,Yes,,,,,,,,apartment,duplex
10277574,knokke-heist,425000€,No,,1.0,97.0,USA hyper equipped,No,,,3.0,,,,2.0,,,apartment,duplex
10073583,bredene,279000€,No,,3.0,,,No,,,,,,,,,As new,apartment,duplex
10175678,blankenberge,390000€,No,,2.0,109.0,,,,Yes,,,,,,,,apartment,duplex
9854922,knokke-heist,685000€,No,,2.0,,Hyper equipped,No,,,,,,,,,As new,apartment,duplex
10159553,knokke-heist,899000€,No,,3.0,144.0,,No,,,,,,,2.0,,,apartment,duplex
10273389,oostende,299000€,No,,3.0,95.0,,No,,,6.0,,,,2.0,,As new,apartment,duplex
9899256,middelkerke,345050€,No,,2.0,85.0,,No,,,,,,,2.0,,Good,apartment,duplex
9899255,middelkerke,345050€,No,,2.0,86.0,,No,,,,,,,2.0,,Good,apartment,duplex
10078925,assebroek,386000€,No,,,134.0,Installed,No,,,,,,,2.0,,,apartment,duplex
10078924,assebroek,375000€,No,,3.0,129.0,Installed,No,,,,,150.0,,2.0,,,apartment,duplex
10262383,knokke,1250000€,No,,4.0,121.0,,No,,,,,,,2.0,,,apartment,duplex
10083652,knokke-heist,1085000€,No,,3.0,82.0,Installed,,,Yes,,,,,3.0,,Just renovated,apartment,flat-studio
10307710,blankenberge,135000€,No,,,36.0,Sei equipped,Yes,,Yes,,,,,,,Good,apartment,flat-studio
10305119,middelkerke,230000€,No,,,40.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,flat-studio
10059062,blankenberge,170000€,No,,,39.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,flat-studio
10274125,middelkerke,198000€,No,,,34.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,flat-studio
10003192,knokke-heist,425000€,No,,,38.0,USA installed,,,Yes,,,,,2.0,,As new,apartment,flat-studio
10302797,oostende,119000€,No,,,35.0,Installed,No,,,,,,,,,As new,apartment,flat-studio
10270077,blankenberge,159000€,No,,,40.0,Hyper equipped,,,,,,,,2.0,,As new,apartment,flat-studio
8605703,knokke-heist-knokke,465000€,No,,,34.0,Hyper equipped,,,,,,,,,,As new,apartment,flat-studio
10278896,knokke-heist,240000€,No,,,32.0,USA installed,No,,,13.0,,,,2.0,,To be done up,apartment,flat-studio
10303062,knokke-heist,410000€,No,,1.0,51.0,Installed,No,,,5.0,Yes,,,2.0,,As new,apartment,flat-studio
10261836,knokke-heist,298000€,No,,1.0,40.0,Installed,No,,Yes,,,,,2.0,,,apartment,flat-studio
10009017,middelkerke,110000€,No,,,28.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,flat-studio
10266490,knokke,359000€,No,,,50.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,flat-studio
10304034,knokke-heist,229000€,No,,,38.0,,,,,,,,,2.0,,Just renovated,apartment,flat-studio
9806230,brugge,127500€,No,,,27.0,Hyper equipped,Yes,,,,,,,,,Good,apartment,flat-studio
10208759,middelkerke,159000€,No,,,42.0,,,,,,,,,,,Just renovated,apartment,flat-studio
9952748,westende,165000€,No,,,24.0,,Yes,,Yes,,,,,,,As new,apartment,flat-studio
10276113,westende,103000€,No,,,32.0,,Yes,,,,,,,,,As new,apartment,flat-studio
10211455,oostende,129000€,No,,,33.0,,,,,2.0,,,,,,To renovate,apartment,flat-studio
10093054,oostende,185000€,No,,,37.0,,,,,7.0,,,,,,Just renovated,apartment,flat-studio
10248847,westende,129000€,No,,1.0,36.0,,Yes,,,,,,,2.0,,To be done up,apartment,flat-studio
9560986,westende,138000€,No,,,32.0,,Yes,,Yes,,,,,2.0,,To be done up,apartment,flat-studio
9180596,oostende,178000€,No,,,37.0,Installed,No,,,3.0,,,,,,As new,apartment,flat-studio
10214411,middelkerke,175000€,No,,,38.0,Installed,Yes,,,,,5.0,,2.0,,Good,apartment,flat-studio
9744563,oostende,195000€,No,,,41.0,Installed,No,,,,,,,,,,apartment,flat-studio
10302723,knokke,229000€,No,,,38.0,Installed,No,,,,,,,2.0,,,apartment,flat-studio
10026435,oostende,129000€,No,,,48.0,,,,,,,,,,,,apartment,flat-studio
10058229,knokke,290000€,No,,1.0,37.0,Installed,Yes,,,,,,,2.0,,Just renovated,apartment,flat-studio
10059176,blankenberge,169000€,No,,,,Installed,Yes,,Yes,,,,,,,As new,apartment,flat-studio
9998358,knokke,425000€,No,,,32.0,Hyper equipped,No,,,1.0,,,,2.0,,As new,apartment,flat-studio
10274663,knokke-heist,249000€,No,,1.0,34.0,,,,,,Yes,,,,,,apartment,flat-studio
10240352,knokke,299000€,No,,,40.0,Hyper equipped,No,,,5.0,,,,2.0,,Good,apartment,flat-studio
10244357,oostende,Starting price : 60000€,No,Link to online sale,1.0,31.0,,,,Yes,,,,,2.0,,,apartment,flat-studio
9927267,westende,165000€,No,,,24.0,,Yes,,Yes,,,,,,,As new,apartment,flat-studio
9953088,westende,165000€,No,,,24.0,,Yes,,Yes,,,,,,,As new,apartment,flat-studio
9426412,westende,165000€,No,,,,Hyper equipped,No,,Yes,,,,,,,Good,apartment,flat-studio
10092106,blankenberge,149000€,No,,,43.0,,Yes,,,,Yes,,,2.0,,,apartment,flat-studio
10278291,knokke-heist,189000€,No,,,45.0,,No,,Yes,,,,,2.0,,,apartment,flat-studio
10141462,knokke,489000€,No,,,40.0,,No,,,,,,,2.0,,,apartment,flat-studio
9614660,westende,116000€,No,,,30.0,,,,Yes,,,,,,,As new,apartment,flat-studio
10241250,knokke,299000€,No,,1.0,40.0,,No,,,,,,,,,,apartment,flat-studio
10058275,heist-aan-zee,165000€,No,,,30.0,,Yes,,,,Yes,,,2.0,,,apartment,flat-studio
10285084,knokke-heist,165000€,No,,1.0,30.0,Installed,,,,,,,,2.0,,,apartment,flat-studio
10298233,sint-andries,147000€,No,,,,,,,,,,,,2.0,,Good,apartment,flat-studio
9844835,blankenberge,140000€,No,,,,Installed,Yes,,Yes,,,,,2.0,,As new,apartment,flat-studio
10021327,knokke-heist,165000€,No,,1.0,,Installed,,,,,,,,2.0,,,apartment,flat-studio
9828221,middelkerke,136900€,No,,1.0,,,,,Yes,,,,,2.0,,Good,apartment,flat-studio
10303498,duinbergen,169000€,No,,,36.0,Installed,No,,,7.0,,,,2.0,,Good,apartment,flat-studio
10253994,oostende,197500€,No,,1.0,46.0,Installed,Yes,,,,,,,2.0,,As new,apartment,flat-studio
10306359,oostende,165000€,No,,,32.0,Installed,No,,,5.0,,,,4.0,,As new,apartment,flat-studio
10242806,middelkerke,169000€,No,,,40.0,Installed,No,,,,,,,2.0,,As new,apartment,flat-studio
